,SS3_mESC_p1_A1_S1,SS3_mESC_p1_E1_S5,SS3_mESC_p1_C3_S19,SS3_mESC_p1_F2_S14,SS3_mESC_p1_A3_S17,SS3_mESC_p1_G2_S15,SS3_mESC_p1_G1_S7,SS3_mESC_p1_C1_S3,SS3_mESC_p1_B1_S2,SS3_mESC_p1_D2_S12,SS3_mESC_p1_D1_S4,SS3_mESC_p1_A2_S9,SS3_mESC_p1_H1_S8,SS3_mESC_p1_E2_S13,SS3_mESC_p1_B2_S10,SS3_mESC_p1_C2_S11,SS3_mESC_p1_B3_S18,SS3_mESC_p1_H2_S16,SS3_mESC_p1_F1_S6,SS3_mESC_p1_E3_S21,SS3_mESC_p1_D3_S20,SS3_mESC_p1_G3_S23,SS3_mESC_p1_F3_S22,SS3_mESC_p1_D4_S28,SS3_mESC_p1_A4_S25,SS3_mESC_p1_C4_S27,SS3_mESC_p1_H3_S24,SS3_mESC_p1_F4_S30,SS3_mESC_p1_A5_S33,SS3_mESC_p1_E5_S37,SS3_mESC_p1_C5_S35,SS3_mESC_p1_G4_S31,SS3_mESC_p1_B4_S26,SS3_mESC_p1_D5_S36,SS3_mESC_p1_B5_S34,SS3_mESC_p1_H4_S32,SS3_mESC_p1_F5_S38,SS3_mESC_p1_E4_S29,SS3_mESC_p1_G5_S39,SS3_mESC_p1_H5_S40,SS3_mESC_p1_B6_S42,SS3_mESC_p1_F7_S54,SS3_mESC_p1_A6_S41,SS3_mESC_p1_D6_S44,SS3_mESC_p1_G6_S47,SS3_mESC_p1_H6_S48,SS3_mESC_p1_E6_S45,SS3_mESC_p1_C6_S43,SS3_mESC_p1_B7_S50,SS3_mESC_p1_C7_S51,SS3_mESC_p1_A7_S49,SS3_mESC_p1_F6_S46,SS3_mESC_p1_D7_S52,SS3_mESC_p1_E7_S53,SS3_mESC_p1_G7_S55,SS3_mESC_p1_H7_S56,SS3_mESC_p1_A8_S57,SS3_mESC_p1_B8_S58,SS3_mESC_p1_C8_S59,SS3_mESC_p1_D8_S60,SS3_mESC_p1_E8_S61,SS3_mESC_p1_F8_S62,SS3_mESC_p1_A9_S65,SS3_mESC_p1_D9_S68,SS3_mESC_p1_H9_S72,SS3_mESC_p1_B9_S66,SS3_mESC_p1_F9_S70,SS3_mESC_p1_A10_S73,SS3_mESC_p1_G9_S71,SS3_mESC_p1_G8_S63,SS3_mESC_p1_H8_S64,SS3_mESC_p1_C9_S67,SS3_mESC_p1_E9_S69,SS3_mESC_p1_B10_S74,SS3_mESC_p1_G10_S79,SS3_mESC_p1_D10_S76,SS3_mESC_p1_C10_S75,SS3_mESC_p1_H10_S80,SS3_mESC_p1_E10_S77,SS3_mESC_p1_F10_S78,SS3_mESC_p1_B11_S82,SS3_mESC_p1_C11_S83,SS3_mESC_p1_A11_S81,SS3_mESC_p1_D11_S84,SS3_mESC_p1_E11_S85,SS3_mESC_p1_F11_S86,SS3_mESC_p1_H11_S88,SS3_mESC_p1_A12_S89,SS3_mESC_p1_G11_S87,SS3_mESC_p1_C12_S91,SS3_mESC_p1_D12_S92,SS3_mESC_p1_B12_S90,SS3_mESC_p1_E12_S93,SS3_mESC_p1_F12_S94
Shmt1,11,0,6,9,0,15,0,15,22,5,8,6,9,8,0,11,1,9,16,3,4,2,4,3,6,,1,8,0,7,18,0,0,7,6,10,9,33,9,9,1,3,13,11,6,5,7,8,1,19,11,0,1,19,5,0,7,4,4,8,26,6,8,6,4,22,6,2,11,6,8,3,14,12,3,8,8,4,9,13,4,3,10,0,4,0,6,2,12,5,3,15,7,2
Shmt2,0,2,21,13,2,4,3,25,20,13,15,18,13,19,0,32,6,16,37,8,7,21,18,28,20,0,3,19,0,12,26,6,16,23,15,10,9,14,11,5,9,7,26,19,8,12,23,27,5,45,21,27,11,22,11,8,35,19,19,21,18,3,8,16,16,26,11,27,2,23,22,12,22,40,8,22,17,26,6,14,4,22,13,8,9,13,0,13,18,13,11,10,10,4
Shoc2,2,0,1,0,0,0,1,0,0,1,0,0,1,0,1,0,3,0,0,0,0,0,1,1,0,0,0,1,1,0,1,1,1,1,0,0,0,1,0,0,0,3,1,0,0,5,1,0,0,1,1,0,0,1,0,0,1,0,1,0,3,1,0,0,0,0,1,0,1,0,0,1,2,0,1,0,0,3,1,1,1,0,2,0,1,0,1,1,1,0,1,1,1,5
Shox2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shpk,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,1
Shprh,0,0,1,0,0,0,0,0,1,2,0,0,0,,0,0,1,0,,0,0,0,2,0,0,,1,1,0,0,0,0,0,0,0,2,0,1,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,6,0,0,1,0,0,0,,2,0,0,0,1,0,1,,0,0,0,1,0,0,0,,0,0,1,0,0,1,,1,0,0,0,1,0
Shq1,5,0,1,0,0,1,0,0,3,4,0,1,0,1,1,2,1,0,3,2,,6,6,1,0,0,1,2,1,3,6,0,0,2,1,1,0,6,0,0,0,1,2,0,1,0,1,1,0,1,1,1,0,4,1,1,6,0,1,1,0,0,0,1,6,1,1,4,0,0,1,0,6,0,5,3,2,1,1,1,1,3,0,1,0,,3,0,3,0,2,0,0,1
Shroom1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Shroom2,0,7,1,0,0,0,1,0,0,1,1,0,0,1,0,0,3,0,0,0,2,0,0,0,0,0,0,0,,1,4,0,0,0,0,1,1,0,0,1,0,2,0,0,3,0,0,2,0,4,0,2,0,6,,4,0,0,0,5,1,1,0,1,1,2,0,1,0,1,5,4,0,0,0,1,,0,0,1,1,0,0,5,1,1,8,0,0,0,1,0,5,0
Shroom3,1,5,2,2,5,0,0,1,4,1,0,5,0,2,7,0,0,0,1,0,0,0,0,0,1,0,0,0,3,2,2,0,0,1,2,1,1,0,1,1,0,0,0,1,1,1,4,3,0,2,0,1,1,1,0,4,0,1,0,0,0,0,0,1,0,5,0,2,3,1,1,0,0,0,0,1,0,0,1,1,1,0,0,3,0,0,0,,3,,0,0,0,1
Siae,1,0,1,0,1,1,0,1,0,1,0,0,0,1,0,0,0,0,,0,0,0,1,3,,0,1,1,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,,0,1,0,0,0,0,0,2,,0,0,0,0,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0
Siah1a,0,,0,0,,0,0,,0,0,1,5,0,,0,1,1,1,1,1,0,0,0,0,0,0,0,1,0,1,0,1,0,,,0,1,0,0,0,0,0,,0,1,1,0,,0,,,0,0,0,0,,,0,0,1,,0,0,1,0,,0,1,0,0,0,0,0,,,0,0,0,0,0,0,1,0,,3,0,3,0,0,,0,,,1
Siah1b,1,0,0,1,0,4,0,2,5,3,2,0,,1,1,3,0,1,8,0,1,4,3,1,3,0,6,4,2,0,2,1,4,4,0,1,4,4,0,2,0,0,2,1,1,,2,1,1,9,1,2,1,7,2,0,1,0,0,1,2,1,0,1,3,2,1,3,0,4,8,0,2,5,2,4,3,0,1,5,3,,2,0,5,0,3,5,1,5,,1,0,0
Sidt2,0,1,3,0,0,2,0,,0,0,0,0,0,0,0,1,3,0,0,0,0,1,0,0,0,0,,0,0,2,1,1,0,0,0,0,0,1,,0,0,1,1,0,0,0,0,2,0,4,,0,,,3,2,,0,0,1,0,0,0,,,1,0,1,0,0,3,0,1,0,0,1,1,0,0,0,1,1,0,6,0,0,1,0,0,0,2,3,3,0
Sigirr,0,1,0,0,0,1,0,,0,0,0,2,0,4,0,1,0,2,0,0,0,1,1,0,1,,0,0,0,1,3,0,0,1,0,0,0,2,1,1,3,1,0,0,1,0,1,0,1,0,1,1,0,0,0,0,1,0,0,0,3,0,1,1,0,0,0,1,1,1,0,1,0,0,0,1,0,0,0,1,1,0,2,0,1,0,1,0,1,0,0,1,0,0
Sik1,0,0,1,0,0,3,0,0,1,0,2,0,0,0,2,0,0,0,1,1,0,0,0,7,7,0,4,,0,0,7,1,0,0,0,0,1,3,0,1,6,,1,0,3,0,0,0,4,0,0,6,2,0,0,1,2,4,0,0,1,2,0,0,,2,0,2,0,,0,2,0,0,,4,1,,0,0,0,0,0,1,0,0,1,,2,0,0,6,0,1
Sik2,0,0,1,1,0,,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,,0,0,0,2,0,0,0,0,0,0,0
Sike1,,1,0,1,0,3,1,0,0,0,1,0,0,0,,1,0,4,0,0,1,1,1,0,0,0,0,0,1,0,1,1,1,2,1,0,1,1,0,2,1,0,,,2,0,0,0,0,3,1,4,0,3,0,0,0,1,1,2,5,1,2,1,2,6,1,0,3,2,1,1,0,4,3,1,0,1,0,2,,0,,,1,1,1,0,0,1,,1,,0
Sil1,0,0,0,0,0,0,1,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,1,0,0,2,,1,2,,2,0,0,1,1,0,0,0,4,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,4
Sin3a,0,4,0,0,0,7,,7,,4,0,3,0,2,3,13,4,3,8,9,0,5,7,,4,,8,6,,,4,,,,0,1,0,6,0,8,,0,2,,,1,4,0,4,0,5,6,7,,8,1,6,11,0,0,0,10,1,2,8,8,,7,0,7,3,0,9,,,5,,0,1,7,4,,0,2,4,3,4,1,5,8,2,0,0,1
Sin3b,0,,,2,0,,,,,,,,,,0,,0,,,0,,,,,,0,,,0,,,,4,,,,,,0,,,,,4,,,,,4,,,,,,,,,,,,,,1,4,12,,,,,,,,3,,,,,15,,,,5,,,,,,,,,,,,
Sipa1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,1,2,0,1,0,0,0,0,1,0,0,1,0,2,3,2,2,1,0,0,0,2,0,0,0,0,0,1,3,0,0,0,1,0,0,0,3,1,2,1,0,0,3,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,2,0,1,0,0,0,0,1,0,0
Sipa1l1,0,0,0,0,0,,0,0,0,1,0,0,0,,1,0,1,1,,0,1,0,0,1,0,0,1,0,0,,1,0,1,1,0,0,0,0,1,0,3,0,0,1,0,0,1,7,0,1,1,1,0,4,1,0,3,2,0,1,1,1,0,3,2,1,0,0,0,6,1,0,0,0,0,0,3,0,,0,2,0,,0,0,2,1,1,1,1,0,0,0,1
Sipa1l2,0,0,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,0,3,2,4,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,0,0,2,0,2,0,3,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,8,0,0,0,0,0,,,0,0
Sipa1l3,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,0,1,,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,1,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,0,0,2,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0
Sirpa,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,,0,0,0,1,0,0,0,0,,,0,,0,,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,1,1,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,,0,0,0,0,
Sirt1,0,0,0,,0,,,,,0,2,,0,,0,0,0,0,,0,,0,0,,,0,0,0,,,,0,0,,,,,,,,,0,,,0,0,,0,0,,1,0,,,,,,0,0,,0,,0,,4,0,0,1,,,,0,0,,0,,0,,0,,5,0,0,1,0,,0,0,0,,0,,,0
Sirt2,0,0,1,,0,0,3,,,,,,,0,1,,,,0,,0,0,,,2,0,3,,,,,1,0,,2,3,0,,1,1,,,0,,0,0,3,2,0,3,0,0,4,0,,0,7,,2,,3,2,0,0,0,0,0,0,0,,,0,0,3,0,1,0,4,0,0,,,0,,0,1,1,2,1,,,0,,4
Sirt3,4,0,0,1,3,1,2,0,0,0,0,3,0,0,2,0,3,0,6,6,4,8,0,0,2,0,6,1,3,0,6,0,0,1,1,0,0,5,2,6,7,0,0,2,0,2,0,0,5,0,8,0,0,2,0,0,0,1,0,8,8,1,0,1,0,0,1,5,0,,0,5,7,4,0,0,0,2,1,1,0,9,6,,1,0,0,1,4,0,0,1,2,0
Sirt4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,2,0,0,1,0,0,0,0,0,0,0,2,0,3,1,0,0,0,0,0,0,0,,0,2,0,2,0,,3,0,0,0,0,0,0,0,0,2,0,0,,0,1,0,0,0,0,1,,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
Sirt5,0,0,0,0,0,0,1,1,1,0,1,1,1,0,,,0,0,0,0,0,0,1,0,0,0,0,1,1,1,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,2,0,1,,1,0,0,0,0,0,1,0,0,0,0,1,0,0,2,1,0,0,0,0,0,0,0,1,1,0,1,0,1,1,0,1,0,0,0,0,0,1,0,1,0,1,0
Sirt6,0,0,0,1,0,1,1,1,1,1,0,2,1,1,1,1,0,3,2,1,1,1,1,0,1,0,1,1,1,0,1,0,0,1,1,1,1,4,1,1,1,1,3,2,1,1,1,1,1,1,2,1,3,2,1,1,1,0,0,0,1,1,0,1,2,5,2,3,1,3,2,0,3,1,2,1,1,1,1,2,2,1,2,3,1,0,3,1,1,1,1,1,4,1
Siva1,0,3,2,1,1,2,2,7,12,13,2,7,1,4,18,10,3,6,2,4,5,4,6,0,7,0,0,5,5,0,2,2,5,0,4,3,1,4,2,0,0,2,10,0,6,3,2,10,7,12,5,11,4,6,0,1,6,6,2,0,10,3,3,3,4,16,2,5,1,3,1,1,23,5,0,10,7,8,6,8,0,7,2,1,8,0,9,4,2,3,3,0,3,0
Six1,0,2,0,0,0,0,0,0,0,2,0,,0,3,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,0,0,0,1,0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,,1,2,0,1,0,0,,0,0,0,0,0,0,0,3,0,0,0,,0
Six4,0,0,0,0,,,1,,0,0,0,0,0,,0,,0,0,,,,,0,,1,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,,,1,,0,,0,0,1,0,0,,,1,0,0,0,,0,1,0,0,0,0,,0,0,,0,0,,0,0,0,0,1,0,0,0,,0,,0,0,0,0
Ska1,1,0,0,0,0,0,0,1,2,5,10,1,3,6,3,2,0,1,4,0,2,6,0,3,2,0,0,0,0,0,0,1,0,2,7,6,0,2,0,3,0,1,5,2,1,0,1,5,0,5,0,4,2,5,,1,4,1,1,0,0,3,0,2,3,3,2,2,0,4,4,0,4,1,0,2,1,0,0,3,2,5,0,0,2,0,0,0,3,0,0,0,0,0
Skap1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Skap2,3,0,7,1,1,2,4,2,3,9,0,4,5,7,17,4,0,7,10,3,10,5,3,2,11,0,6,5,11,2,3,3,0,4,12,8,5,17,3,7,7,3,5,0,6,2,8,10,0,8,9,17,1,4,6,4,7,10,8,3,15,1,0,2,13,11,4,1,3,0,10,2,6,8,0,6,12,9,1,5,11,15,14,2,5,2,17,1,7,1,2,1,8,5
Ski,,,4,0,3,8,,4,3,,,0,0,10,0,2,2,,0,8,,2,4,7,3,0,0,,5,4,5,2,,0,,,0,,0,,3,,17,,,,4,0,5,5,5,17,0,13,,4,5,1,,0,8,0,0,,,14,8,1,0,,,,8,0,,,0,2,4,0,0,2,7,,3,,0,2,9,0,,,,5
Skil,1,1,1,1,0,1,0,1,1,2,1,2,0,1,1,1,1,1,1,0,1,1,1,1,1,0,1,1,0,1,1,0,1,0,1,3,1,2,1,1,1,1,1,1,0,2,1,1,4,1,0,0,1,1,2,0,1,0,1,4,5,1,1,1,0,3,1,1,0,1,1,1,1,0,1,1,1,1,0,1,1,0,1,0,1,1,1,3,1,1,2,0,1,0
Skiv2l2,0,10,4,4,2,2,1,3,4,2,10,2,0,2,6,2,7,4,6,1,9,1,1,2,3,0,2,3,0,1,1,4,7,3,3,3,0,5,4,2,3,3,7,2,1,3,7,6,7,9,3,2,0,6,1,0,1,4,4,1,3,3,1,3,6,6,1,2,1,3,5,4,5,9,1,7,0,0,2,5,4,2,5,2,3,0,2,0,5,3,2,0,2,5
Skp1a,7,19,11,5,3,10,14,10,17,13,15,10,4,15,12,9,10,8,36,19,8,16,6,12,23,2,13,24,15,17,15,1,14,27,9,21,15,23,12,17,2,0,11,19,7,9,2,14,9,37,12,6,21,23,13,1,21,17,16,19,33,27,7,12,20,19,10,10,14,16,33,4,27,23,8,31,32,22,1,13,4,17,9,8,6,8,16,2,10,8,17,15,5,6
Skp2,0,0,4,0,1,0,1,0,5,1,9,0,0,2,0,1,1,0,1,0,1,2,,0,1,0,0,3,4,1,0,0,0,2,5,1,3,0,4,6,0,0,5,4,4,0,5,0,1,,0,3,3,3,3,4,1,0,5,0,7,0,0,0,3,5,3,2,4,1,1,0,1,3,4,9,0,2,0,0,4,5,0,2,0,4,0,0,0,3,0,0,,1
Slain1,0,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,,,0,0,0,0,0,0,0,0,0,0,0,0,,1,0,0,0,0,1,0,0,0,0,0,1,1,,1,1,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
Slain2,0,0,0,0,1,1,1,0,0,1,,,0,3,0,0,0,0,0,1,1,0,0,4,0,0,0,0,,2,0,1,0,0,1,0,,0,0,0,1,0,0,0,1,2,,,0,0,0,,1,0,2,0,7,5,0,1,0,0,0,0,0,0,,,,,0,1,2,0,0,,0,0,0,3,1,0,0,1,,1,0,3,,0,0,1,1,1
Slbp,2,1,1,7,0,4,9,12,15,4,1,0,6,6,1,13,0,7,2,6,3,24,10,2,6,0,5,4,2,5,2,1,2,4,6,5,2,9,3,6,7,5,6,3,3,0,13,11,4,8,7,6,2,14,4,1,3,3,10,5,4,10,11,9,3,15,1,1,1,3,2,5,4,6,1,1,8,10,11,2,3,0,1,0,5,1,4,6,7,0,4,5,4,0
Slc10a1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,1,0,0,,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0
Slc10a3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,,0,0,0,1,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,1,0,0,0,0,0,0,1,,1,0,0,0,1,0,1,1,0,0,0,0,,0,,0,0,0,0,0,0,0,0,1,0,0,0,0
Slc10a6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Slc10a7,0,0,0,3,0,1,0,1,0,0,0,0,0,0,0,2,1,0,0,0,0,0,0,0,0,1,1,0,6,0,1,0,0,1,0,0,0,0,0,0,0,2,1,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,2,0,0,1,2,1,0,0,0,0,0,2,0,,0,0,0,,0,0,0,1,0,0,0,0,1
Slc11a1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,,,0,,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0
Slc11a2,0,1,1,1,0,2,0,5,0,4,2,1,4,0,8,0,0,0,0,5,0,1,0,1,2,0,0,1,0,0,3,0,3,1,0,1,0,1,0,2,1,0,1,2,0,1,3,0,1,1,7,0,1,4,0,1,0,0,0,2,4,1,0,2,,0,0,1,0,1,1,0,5,1,2,0,1,,0,0,5,8,6,1,0,0,7,0,0,0,0,0,1,0
Slc12a2,1,0,0,0,0,0,2,3,1,1,,0,,2,0,2,2,4,0,0,2,0,0,0,0,0,0,2,2,0,0,,0,2,2,,0,0,4,0,,2,2,1,2,0,1,0,0,0,1,2,0,1,0,0,0,,0,1,0,0,1,0,0,,4,1,0,2,1,0,1,2,3,0,0,1,0,,1,0,0,2,0,2,2,1,0,1,3,0,2,0
Slc12a4,0,0,0,0,0,2,2,0,0,,,0,0,3,10,0,1,0,0,1,1,0,0,0,0,0,2,0,0,0,1,0,1,0,1,2,1,,2,0,0,1,0,0,1,0,0,0,1,3,1,4,0,0,0,0,0,,0,1,0,,0,0,0,,0,0,0,0,0,0,1,0,0,,0,0,,0,0,0,0,0,1,0,0,0,3,1,0,,0,2
Slc12a6,,,,,0,0,0,0,,,0,,0,,0,0,,,0,,,,0,,0,0,0,0,,,,0,,,0,,0,,,0,,0,0,0,,0,0,,0,0,0,0,,0,,,1,,,6,0,0,0,,0,3,,0,0,,0,,,,,,0,0,0,0,0,0,0,0,2,0,0,0,0,0,,0,0,3
Slc12a7,0,0,0,0,1,0,1,0,2,2,0,0,3,0,0,2,1,1,6,1,3,0,2,1,2,0,0,2,1,1,1,1,1,0,0,5,0,1,1,1,3,0,2,1,1,3,0,4,0,1,1,1,1,1,2,2,1,0,1,3,0,1,1,5,1,0,1,5,2,2,3,2,0,0,3,1,0,4,9,0,0,1,0,0,1,2,0,0,1,0,4,1,3,1
Slc12a8,0,0,0,1,0,1,0,0,1,2,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,1,0,1,0,0,0,3,1,1,0,1,0,0,2,0,1,0,0,1,1,1,1,0,0,0,0,0,1,0,0,,0,0,0,1,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0
Slc12a9,1,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Slc15a2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0
Slc15a4,0,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,0,,2,0,,0,0,,0,,0,0,0,0,1,0,0,1,1,0,3,2,0,,0,0,,0,1,0,,0,0,0,0,1,0,4,0,1,,,0,0,,0,,2,0,,0,2,0,0,,2,,0,0,0,0,0,3,0,,4,0,0,0,0,,0,0,1,0,0,0,
Slc16a1,2,0,1,1,0,0,1,1,1,0,1,1,2,0,0,4,0,2,1,0,1,3,0,1,3,,0,1,4,0,0,0,2,1,0,0,4,4,0,3,0,,1,0,1,0,2,1,1,3,6,1,0,4,4,2,0,1,0,0,1,0,4,1,1,3,1,4,0,1,2,1,8,3,0,0,4,0,0,1,0,1,0,2,0,1,1,1,3,3,5,0,1,0
Slc16a10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0
Slc16a11,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
Slc16a12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Slc16a13,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,,0,0,0,1,0,0,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0
Slc16a2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
